nct_id,outcome_domain,time_frame,time_months,module_path,group_id,arm_group_name,arm_role,arm_class,arm_label,subjects_with_sae,event_count,denominator,count_type,subjects_source,is_total_term_available,is_event_count,is_incomplete,source_url
NCT02501811,SAE,Events reported occurred between randomization and the end of 12 Month Visit Window (an average of 395 days following study product injection).,12.0,resultsSection.adverseEventsModule,EG001,MSCs,treatment,Other,mscs,14.0,,29,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02501811
NCT02501811,SAE,Events reported occurred between randomization and the end of 12 Month Visit Window (an average of 395 days following study product injection).,12.0,resultsSection.adverseEventsModule,EG000,MSCs + CPCs,treatment,Other,mscs + cpcs,14.0,,33,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02501811
NCT02501811,SAE,Events reported occurred between randomization and the end of 12 Month Visit Window (an average of 395 days following study product injection).,12.0,resultsSection.adverseEventsModule,EG003,Placebo,comparator,Placebo/SoC,placebo,18.0,,32,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02501811
NCT02636439,SAE,20 weeks,4.6029919447640975,resultsSection.adverseEventsModule,EG001,"Dietary, Aerobic, and Resistance Training",treatment,Other,"dietary, aerobic, and resistance training",6.0,,44,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02636439
NCT02636439,SAE,20 weeks,4.6029919447640975,resultsSection.adverseEventsModule,EG000,"Dietary, and Aerobic Exercise",treatment,Other,"dietary, and aerobic exercise",6.0,,44,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02636439
NCT02693002,SAE,12 weeks,2.7617951668584584,resultsSection.adverseEventsModule,EG000,Hormone Replacement Therapy,treatment,Other,hormone replacement therapy,,,2,subjects_non_total_not_used,,False,False,True,https://clinicaltrials.gov/study/NCT02693002
NCT02713126,SAE,"Adverse events were collected from the initiation of any study procedures to the end of the study treatment follow-up, approximately a total of 14 weeks for each participant.",3.222094361334868,resultsSection.adverseEventsModule,EG000,Placebo,comparator,Placebo/SoC,placebo,3.0,,36,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02713126
NCT02713126,SAE,"Adverse events were collected from the initiation of any study procedures to the end of the study treatment follow-up, approximately a total of 14 weeks for each participant.",3.222094361334868,resultsSection.adverseEventsModule,EG001,Sodium Nitrite,treatment,Other,sodium nitrite,7.0,,37,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02713126
NCT02742129,SAE,Consent to 2 weeks post end of Phase 2,0.4602991944764097,resultsSection.adverseEventsModule,EG000,AIR001,treatment,Other,air001,5.0,,103,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02742129
NCT02742129,SAE,Consent to 2 weeks post end of Phase 2,0.4602991944764097,resultsSection.adverseEventsModule,EG001,Placebo,comparator,Placebo/SoC,placebo,4.0,,102,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02742129
NCT02840799,SAE,"Adverse events were collected for each participant starting on their baseline visit to 6 weeks per intervention with 1 week wash-out between, up to 13 weeks",1.3808975834292292,resultsSection.adverseEventsModule,EG002,Baseline Visit,treatment,Other,baseline visit,1.0,,84,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02840799
NCT02840799,SAE,"Adverse events were collected for each participant starting on their baseline visit to 6 weeks per intervention with 1 week wash-out between, up to 13 weeks",1.3808975834292292,resultsSection.adverseEventsModule,EG001,Potassium Chloride (KCl),treatment,Other,potassium chloride (kcl),1.0,,74,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02840799
NCT02840799,SAE,"Adverse events were collected for each participant starting on their baseline visit to 6 weeks per intervention with 1 week wash-out between, up to 13 weeks",1.3808975834292292,resultsSection.adverseEventsModule,EG000,Potassium Nitrate (KNO3),treatment,Other,potassium nitrate (kno3),1.0,,77,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02840799
NCT02874794,SAE,"Adverse events were collected from first dose of study treatment until end of study treatment, plus 30 days post treatment, up to maximum duration of approximately 2.5 years.",30.0,resultsSection.adverseEventsModule,EG000,Double Blind Phase Enalapril,treatment,ARB/ACEi,enalapril,21.0,,233,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02874794
NCT02874794,SAE,"Adverse events were collected from first dose of study treatment until end of study treatment, plus 30 days post treatment, up to maximum duration of approximately 2.5 years.",30.0,resultsSection.adverseEventsModule,EG001,Double Blind Phase Sacubitril/Valsartan,treatment,ARNI,sacubitril/valsartan,17.0,,231,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02874794
NCT02874794,SAE,"Adverse events were collected from first dose of study treatment until end of study treatment, plus 30 days post treatment, up to maximum duration of approximately 2.5 years.",30.0,resultsSection.adverseEventsModule,EG002,Open-Label Phase Sacubitril/Valsartan,treatment,ARNI,sacubitril/valsartan,40.0,,454,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02874794
NCT02884206,SAE,"Adverse events were reported from first dose of study treatment until end of study treatment plus 30 days post treatment, up to a maximum duration of 37 months.",37.0,resultsSection.adverseEventsModule,EG003,LCZ696 200 mg Bid,treatment,ARNI,lcz696,145.0,,295,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02884206
NCT02884206,SAE,"Adverse events were reported from first dose of study treatment until end of study treatment plus 30 days post treatment, up to a maximum duration of 37 months.",37.0,resultsSection.adverseEventsModule,EG002,LCZ696 Run-in 100 mg Bid,treatment,ARNI,lcz696,27.0,,659,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02884206
NCT02884206,SAE,"Adverse events were reported from first dose of study treatment until end of study treatment plus 30 days post treatment, up to a maximum duration of 37 months.",37.0,resultsSection.adverseEventsModule,EG004,Valsartan 160 mg Bid,treatment,ARB/ACEi,valsartan,161.0,,297,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02884206
NCT02884206,SAE,"Adverse events were reported from first dose of study treatment until end of study treatment plus 30 days post treatment, up to a maximum duration of 37 months.",37.0,resultsSection.adverseEventsModule,EG000,Valsartan Run-in 40 mg Bid,treatment,ARB/ACEi,valsartan,3.0,,318,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02884206
NCT02884206,SAE,"Adverse events were reported from first dose of study treatment until end of study treatment plus 30 days post treatment, up to a maximum duration of 37 months.",37.0,resultsSection.adverseEventsModule,EG001,Valsartan Run-in 80 mg Bid,treatment,ARB/ACEi,valsartan,6.0,,675,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02884206
NCT02918552,SAE,Adverse event data was collected for the entire 16 weeks the subject was in the study via telephone assessment for interval histories from visits 1-7 and 7 days after visit 7.,3.6823935558112777,resultsSection.adverseEventsModule,EG001,Control Arm,comparator,Placebo/SoC,placebo,,,8,subjects_non_total_not_used,,False,False,True,https://clinicaltrials.gov/study/NCT02918552
NCT02918552,SAE,Adverse event data was collected for the entire 16 weeks the subject was in the study via telephone assessment for interval histories from visits 1-7 and 7 days after visit 7.,3.6823935558112777,resultsSection.adverseEventsModule,EG000,Treatment Arm,treatment,Other,treatment arm,,,7,subjects_non_total_not_used,,False,False,True,https://clinicaltrials.gov/study/NCT02918552
NCT02941705,SAE,Adverse event data were collected over 1 year following infusion.,12.0,resultsSection.adverseEventsModule,EG001,CONTROL ARM,comparator,Placebo/SoC,placebo,3.0,,13,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02941705
NCT02941705,SAE,Adverse event data were collected over 1 year following infusion.,12.0,resultsSection.adverseEventsModule,EG000,RECIEVED CELLS,treatment,Other,recieved cells,3.0,,13,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT02941705
NCT03015402,SAE,"From Baseline through study completion, up to 26 weeks",5.983889528193326,resultsSection.adverseEventsModule,EG000,Oral Nitrite,treatment,Other,oral nitrite,,,24,subjects_non_total_not_used,,False,False,True,https://clinicaltrials.gov/study/NCT03015402
NCT03015402,SAE,"From Baseline through study completion, up to 26 weeks",5.983889528193326,resultsSection.adverseEventsModule,EG001,Placebo,comparator,Placebo/SoC,placebo,,,24,subjects_non_total_not_used,,False,False,True,https://clinicaltrials.gov/study/NCT03015402
NCT03030222,SAE,"Adverse events were collected for up to 15 weeks. The adverse event collection period started at the time the patient signed consent at their Screening Visit, continued through a 12-week double-blind treatment period after randomization, and ended after completion of a 1-week follow-up period after completion of the double-blind treatment period.",3.4522439585730726,resultsSection.adverseEventsModule,EG000,Empagliflozin,treatment,SGLT2 inhibitors,empagliflozin,8.0,,33,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03030222
NCT03030222,SAE,"Adverse events were collected for up to 15 weeks. The adverse event collection period started at the time the patient signed consent at their Screening Visit, continued through a 12-week double-blind treatment period after randomization, and ended after completion of a 1-week follow-up period after completion of the double-blind treatment period.",3.4522439585730726,resultsSection.adverseEventsModule,EG001,Placebo,comparator,Placebo/SoC,placebo,9.0,,32,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03030222
NCT03030235,SAE,"Adverse events were collected for up to 15 weeks. The adverse event collection period started at the time the patient signed consent at their Screening Visit, continued through a 12-week double-blind treatment period after randomization, and ended after completion of a 1-week follow-up period after completion of the double-blind treatment period.",3.4522439585730726,resultsSection.adverseEventsModule,EG000,Dapagliflozin,treatment,SGLT2 inhibitors,dapagliflozin,31.0,,162,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03030235
NCT03030235,SAE,"Adverse events were collected for up to 15 weeks. The adverse event collection period started at the time the patient signed consent at their Screening Visit, continued through a 12-week double-blind treatment period after randomization, and ended after completion of a 1-week follow-up period after completion of the double-blind treatment period.",3.4522439585730726,resultsSection.adverseEventsModule,EG001,Placebo,comparator,Placebo/SoC,placebo,22.0,,162,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03030235
NCT03037580,SAE,The Treatment Phase was 24 weeks for each subject. The study was discontinued by the Sponsor on 14 October 2019 due to slow enrollment.,5.523590333716917,resultsSection.adverseEventsModule,EG000,Oral Treprostinil,treatment,Other,oral treprostinil,11.0,,41,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03037580
NCT03037580,SAE,The Treatment Phase was 24 weeks for each subject. The study was discontinued by the Sponsor on 14 October 2019 due to slow enrollment.,5.523590333716917,resultsSection.adverseEventsModule,EG001,Placebo,comparator,Placebo/SoC,placebo,8.0,,43,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03037580
NCT03057951,SAE,"[All-cause Mortality]: From study start until end of study, up to 1438 days. [Serious adverse events (AE) and other AE]:From time of the first drug intake until 7 days (Residual Effect Period) after the last drug intake, up to 1410 days.",47.24435318275154,resultsSection.adverseEventsModule,EG001,10 mg Empagliflozin,treatment,SGLT2 inhibitors,empagliflozin,1436.0,,2996,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03057951
NCT03057951,SAE,"[All-cause Mortality]: From study start until end of study, up to 1438 days. [Serious adverse events (AE) and other AE]:From time of the first drug intake until 7 days (Residual Effect Period) after the last drug intake, up to 1410 days.",47.24435318275154,resultsSection.adverseEventsModule,EG000,Placebo,comparator,Placebo/SoC,placebo,1543.0,,2989,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03057951
NCT03066804,SAE,"Adverse events were collected from first dose of study treatment until end of study treatment plus 30 days post treatment, up to maximum duration of approx. 2 years.",24.0,resultsSection.adverseEventsModule,EG001,Individualized Medical Therapy (IMT),treatment,ARNI,individualized medical therapy (imt),191.0,,1284,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03066804
NCT03066804,SAE,"Adverse events were collected from first dose of study treatment until end of study treatment plus 30 days post treatment, up to maximum duration of approx. 2 years.",24.0,resultsSection.adverseEventsModule,EG000,Sacubitril/Valsartan (LCZ696),treatment,ARNI,sacubitril/valsartan,186.0,,1280,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03066804
NCT03066804,SAE,"Adverse events were collected from first dose of study treatment until end of study treatment plus 30 days post treatment, up to maximum duration of approx. 2 years.",24.0,resultsSection.adverseEventsModule,EG002,Total,treatment,ARNI,total,377.0,,2564,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03066804
NCT03098979,SAE,From start of study drug administration up to 26 weeks,5.983889528193326,resultsSection.adverseEventsModule,EG002,Neladenoson Bialanate 10mg,treatment,Other,neladenoson bialanate 10mg,11.0,,50,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03098979
NCT03098979,SAE,From start of study drug administration up to 26 weeks,5.983889528193326,resultsSection.adverseEventsModule,EG003,Neladenoson Bialanate 20mg,treatment,Other,neladenoson bialanate 20mg,11.0,,51,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03098979
NCT03098979,SAE,From start of study drug administration up to 26 weeks,5.983889528193326,resultsSection.adverseEventsModule,EG004,Neladenoson Bialanate 30mg,treatment,Other,neladenoson bialanate 30mg,14.0,,50,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03098979
NCT03098979,SAE,From start of study drug administration up to 26 weeks,5.983889528193326,resultsSection.adverseEventsModule,EG005,Neladenoson Bialanate 40mg,treatment,Other,neladenoson bialanate 40mg,16.0,,51,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03098979
NCT03098979,SAE,From start of study drug administration up to 26 weeks,5.983889528193326,resultsSection.adverseEventsModule,EG001,Neladenoson Bialanate 5mg,treatment,Other,neladenoson bialanate 5mg,9.0,,27,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03098979
NCT03098979,SAE,From start of study drug administration up to 26 weeks,5.983889528193326,resultsSection.adverseEventsModule,EG000,Placebo,comparator,Placebo/SoC,placebo,21.0,,76,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03098979
NCT03133793,SAE,Adverse events (AEs) were assessed every 4 weeks throughout treatment from time of first dose and up to the last day at 12 weeks. AEs were evaluated over treatment which was a maximum duration of 3 cycles (approximately 3 months).,3.0,resultsSection.adverseEventsModule,EG003,CoQ10 + D-ribose,treatment,Other,coq10 + d-ribose,7.0,,33,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03133793
NCT03133793,SAE,Adverse events (AEs) were assessed every 4 weeks throughout treatment from time of first dose and up to the last day at 12 weeks. AEs were evaluated over treatment which was a maximum duration of 3 cycles (approximately 3 months).,3.0,resultsSection.adverseEventsModule,EG001,CoQ10 Only,treatment,Other,coq10 only,10.0,,35,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03133793
NCT03133793,SAE,Adverse events (AEs) were assessed every 4 weeks throughout treatment from time of first dose and up to the last day at 12 weeks. AEs were evaluated over treatment which was a maximum duration of 3 cycles (approximately 3 months).,3.0,resultsSection.adverseEventsModule,EG002,D-ribose Only,treatment,Other,d-ribose only,5.0,,33,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03133793
NCT03133793,SAE,Adverse events (AEs) were assessed every 4 weeks throughout treatment from time of first dose and up to the last day at 12 weeks. AEs were evaluated over treatment which was a maximum duration of 3 cycles (approximately 3 months).,3.0,resultsSection.adverseEventsModule,EG000,Placebo Only,comparator,Placebo/SoC,placebo,8.0,,38,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03133793
NCT03153111,SAE,Up to 17 months,17.0,resultsSection.adverseEventsModule,EG000,Macitentan,treatment,Other,macitentan,29.0,,71,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03153111
NCT03153111,SAE,Up to 17 months,17.0,resultsSection.adverseEventsModule,EG001,Placebo,comparator,Placebo/SoC,placebo,23.0,,71,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03153111
NCT03210402,SAE,"Adverse events were collected for all patients from the time of enrollment through the time of study exit, which occurred 12 weeks after the baseline visit for subjects that did not exit early.",2.7617951668584584,resultsSection.adverseEventsModule,EG002,Elevated Night Pacing Off From Randomization To 8 Weeks,treatment,Other,elevated night pacing off from randomization to 8 weeks,2.0,,5,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03210402
NCT03210402,SAE,"Adverse events were collected for all patients from the time of enrollment through the time of study exit, which occurred 12 weeks after the baseline visit for subjects that did not exit early.",2.7617951668584584,resultsSection.adverseEventsModule,EG000,Elevated Night Pacing On Before Randomization,treatment,Other,elevated night pacing on before randomization,4.0,,22,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03210402
NCT03210402,SAE,"Adverse events were collected for all patients from the time of enrollment through the time of study exit, which occurred 12 weeks after the baseline visit for subjects that did not exit early.",2.7617951668584584,resultsSection.adverseEventsModule,EG001,Elevated Night Pacing On From Randomization To 8 Weeks,treatment,Other,elevated night pacing on from randomization to 8 weeks,1.0,,9,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03210402
NCT03254485,SAE,From first dose of study drug (Day 1) up to Follow-up Visit (Day 113),3.7125256673511293,resultsSection.adverseEventsModule,EG000,Placebo,comparator,Placebo/SoC,placebo,9.0,,90,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03254485
NCT03254485,SAE,From first dose of study drug (Day 1) up to Follow-up Visit (Day 113),3.7125256673511293,resultsSection.adverseEventsModule,EG003,Praliciguat 40 mg,treatment,sGC stimulators,praliciguat,10.0,,91,subjects_with_>=1_sae,event_group_total,False,True,False,https://clinicaltrials.gov/study/NCT03254485
